time,switch_id,src_ip,dst_ip,proto,in_port,pkt_rate,byte_rate,avg_pkt_size,duration,pair_flow,port_src_count,label
303.44,2,10.0.0.2,10.0.0.100,17,3,36.64,3135.48,85.6,27.77,1,2,0
703.25,3,172.16.123.61,10.0.0.100,17,5,1993.5,1006273.57,504.8,5.22,0,339,1
648.24,2,10.0.0.2,10.0.0.100,6,3,14.01,9206.74,657.3,12.63,1,1,0
757.12,3,192.168.146.84,10.0.0.100,6,5,1044.21,143505.36,137.4,4.48,0,202,1
755.81,3,192.168.203.101,10.0.0.100,6,5,1862.22,218413.99,117.3,1.38,0,2,1
150.67,3,10.0.0.2,10.0.0.100,17,2,34.82,50165.64,1440.8,20.84,0,1,0
376.52,1,10.0.0.1,10.0.0.100,6,2,69.21,49272.36,711.9,25.61,1,1,0
766.22,2,192.168.14.17,10.0.0.100,6,5,1297.26,148239.41,114.3,5.21,0,3,1
381.89,2,10.0.0.2,10.0.0.100,17,2,34.36,20586.01,599.2,16.91,1,3,0
456.55,2,10.0.0.2,10.0.0.100,6,3,99.12,94104.72,949.4,1.23,1,2,0
223.65,2,10.0.0.1,10.0.0.100,17,2,23.09,3025.44,131.0,23.28,1,3,0
599.97,2,10.0.0.2,10.0.0.100,17,2,52.27,6493.16,124.2,3.8,1,1,0
416.43,3,10.0.0.2,10.0.0.100,6,3,15.46,2417.22,156.3,12.32,0,2,0
433.74,1,10.0.0.3,10.0.0.100,17,3,79.07,66918.19,846.3,0.58,1,3,0
270.55,2,10.0.0.1,10.0.0.100,6,1,39.02,3973.98,101.8,28.57,1,23,0
254.08,2,10.0.0.3,10.0.0.100,17,3,277.11,234100.48,844.8,18.67,1,3,0
720.81,2,172.16.141.181,10.0.0.100,17,4,330.74,123172.47,372.4,2.45,0,398,1
172.46,2,10.0.0.1,10.0.0.100,6,1,79.81,103996.88,1303.0,2.76,1,41,0
760.39,1,192.168.170.81,10.0.0.100,6,4,803.85,66138.16,82.3,0.7,1,178,1
758.65,2,192.168.203.35,10.0.0.100,6,4,1213.85,169853.73,139.9,3.21,0,302,1
14.21,2,10.0.0.1,10.0.0.100,17,3,28.25,16042.32,567.8,9.57,1,2,0
758.56,2,192.168.248.75,10.0.0.100,6,4,679.94,89545.45,131.7,3.97,0,1,1
222.63,3,10.0.0.2,10.0.0.100,17,2,92.15,61217.82,664.3,25.22,1,2,0
689.51,2,172.16.172.185,10.0.0.100,17,5,2365.59,633866.35,268.0,2.91,0,355,1
711.43,2,172.16.21.143,10.0.0.100,17,4,1930.65,814045.79,421.6,7.95,0,106,1
729.95,2,192.168.183.103,10.0.0.100,6,4,2027.83,280444.8,138.3,4.05,0,202,1
162.5,2,10.0.0.1,10.0.0.100,17,2,54.97,58203.81,1058.9,1.65,0,3,0
730.07,1,192.168.103.233,10.0.0.100,6,4,994.04,84417.36,84.9,4.33,0,435,1
695.75,3,172.16.22.141,10.0.0.100,17,4,1566.4,545796.8,348.4,1.48,0,75,1
210.11,2,10.0.0.1,10.0.0.100,17,3,58.4,7180.93,123.0,20.95,1,2,0
670.02,2,10.0.0.3,10.0.0.100,17,3,86.17,113536.25,1317.6,4.35,1,1,0
492.67,3,10.0.0.1,10.0.0.100,17,3,62.66,61633.23,983.6,26.16,1,1,0
307.87,2,10.0.0.1,10.0.0.100,17,2,101.21,57607.14,569.2,0.94,1,3,0
736.98,1,192.168.20.27,10.0.0.100,6,5,1863.58,199228.29,106.9,1.31,0,486,1
203.86,1,10.0.0.1,10.0.0.100,6,3,44.56,7550.02,169.4,27.76,1,1,0
437.83,3,10.0.0.2,10.0.0.100,6,1,532.5,266240.86,500.0,15.34,1,32,0
315.19,1,10.0.0.2,10.0.0.100,6,1,66.77,41600.37,623.0,6.29,0,39,0
701.62,3,172.16.5.155,10.0.0.100,17,4,477.58,90293.46,189.1,1.82,1,3,1
49.2,3,10.0.0.2,10.0.0.100,6,3,28.41,3476.67,122.4,6.6,1,2,0
4.59,3,10.0.0.1,10.0.0.100,6,1,36.51,3547.69,97.2,20.42,1,41,0
385.57,2,10.0.0.2,10.0.0.100,6,3,44.76,40865.31,913.1,2.35,1,2,0
253.14,1,10.0.0.3,10.0.0.100,6,3,6.85,942.55,137.6,20.96,1,2,0
195.99,3,10.0.0.1,10.0.0.100,6,3,7.86,575.1,73.2,7.18,1,2,0
537.61,3,10.0.0.3,10.0.0.100,17,1,80.02,103734.34,1296.4,5.97,1,23,0
305.67,3,10.0.0.2,10.0.0.100,17,2,11.99,13862.39,1156.6,24.76,1,3,0
746.01,1,192.168.128.192,10.0.0.100,6,4,1698.95,158408.2,93.2,3.77,0,191,1
217.93,2,10.0.0.1,10.0.0.100,6,2,6.85,1274.13,186.0,17.05,1,3,0
728.26,2,192.168.95.76,10.0.0.100,6,5,1492.89,97013.01,65.0,1.42,0,158,1
664.93,1,10.0.0.3,10.0.0.100,6,3,58.53,8919.15,152.4,10.67,1,1,0
701.94,1,172.16.96.30,10.0.0.100,17,5,1624.45,444768.9,273.8,0.54,0,3,1
243.26,3,10.0.0.2,10.0.0.100,17,3,15.38,10644.52,692.1,29.09,1,3,0
401.44,1,10.0.0.3,10.0.0.100,17,2,2.49,375.47,150.9,3.07,1,3,0
585.37,2,10.0.0.2,10.0.0.100,17,3,43.6,5992.27,137.4,16.51,1,3,0
230.38,3,10.0.0.1,10.0.0.100,6,3,281.84,147325.56,522.7,26.89,1,1,0
685.64,2,172.16.152.79,10.0.0.100,17,5,1460.05,569357.16,390.0,2.76,0,304,1
446.72,1,10.0.0.2,10.0.0.100,17,2,33.79,3087.79,91.4,21.26,0,1,0
274.22,2,10.0.0.3,10.0.0.100,6,2,24.89,3088.6,124.1,6.18,1,2,0
438.06,3,10.0.0.3,10.0.0.100,17,2,14.68,21182.34,1442.8,5.46,0,3,0
384.89,3,10.0.0.3,10.0.0.100,6,1,21.49,1575.28,73.3,2.04,1,24,0
682.05,2,172.16.31.60,10.0.0.100,17,5,963.51,199599.18,207.2,4.52,0,208,1
172.77,3,10.0.0.2,10.0.0.100,6,3,154.81,156104.82,1008.3,28.48,1,1,0
88.0,3,10.0.0.3,10.0.0.100,17,3,210.8,157794.62,748.5,28.48,1,2,0
667.11,1,10.0.0.3,10.0.0.100,17,2,85.76,59842.81,697.8,3.74,1,1,0
31.21,3,10.0.0.2,10.0.0.100,17,3,3.5,883.11,252.1,5.99,1,1,0
285.91,2,10.0.0.2,10.0.0.100,6,2,15.92,3770.87,236.8,18.32,0,3,0
177.85,1,10.0.0.2,10.0.0.100,6,3,100.58,74079.38,736.6,16.27,1,3,0
47.56,1,10.0.0.3,10.0.0.100,6,2,47.58,5522.17,116.1,11.27,0,3,0
720.7,2,172.16.89.11,10.0.0.100,17,5,2378.48,788294.21,331.4,5.91,0,387,1
486.39,3,10.0.0.2,10.0.0.100,17,3,94.21,104284.6,1107.0,7.1,1,2,0
430.78,2,10.0.0.3,10.0.0.100,17,2,70.15,94972.33,1353.9,4.01,1,2,0
514.25,2,10.0.0.2,10.0.0.100,17,2,10.01,11921.76,1191.5,10.49,1,1,0
702.28,2,172.16.5.2,10.0.0.100,17,5,2346.63,792485.77,337.7,5.2,0,232,1
314.5,2,10.0.0.2,10.0.0.100,6,3,69.32,66111.69,953.7,29.18,1,2,0
187.97,1,10.0.0.3,10.0.0.100,17,2,196.72,197883.86,1005.9,19.66,1,2,0
549.48,1,10.0.0.3,10.0.0.100,6,2,3.09,515.08,166.8,9.26,1,2,0
62.76,2,10.0.0.3,10.0.0.100,6,2,38.96,35981.4,923.5,14.22,1,1,0
88.93,3,10.0.0.1,10.0.0.100,17,2,41.31,47528.49,1150.4,22.42,1,1,0
156.22,1,10.0.0.2,10.0.0.100,6,3,25.3,13426.7,530.6,29.33,0,3,0
714.12,2,172.16.185.116,10.0.0.100,17,4,986.19,452196.62,458.5,6.51,0,109,1
261.8,2,10.0.0.3,10.0.0.100,6,3,11.43,10232.69,895.5,9.59,1,3,0
373.59,3,10.0.0.1,10.0.0.100,6,2,111.25,112365.32,1010.0,5.05,1,2,0
178.68,1,10.0.0.2,10.0.0.100,6,3,38.53,3883.04,100.8,25.82,1,3,0
669.76,3,10.0.0.3,10.0.0.100,6,1,15.21,11986.53,788.3,14.43,0,13,0
691.23,2,172.16.54.86,10.0.0.100,17,4,2323.36,430508.54,185.3,5.47,0,3,1
472.1,1,10.0.0.2,10.0.0.100,17,2,71.17,47819.6,671.9,8.88,1,1,0
277.34,3,10.0.0.2,10.0.0.100,17,3,92.58,121095.16,1308.1,1.18,1,3,0
380.59,2,10.0.0.3,10.0.0.100,6,3,108.02,114883.32,1063.5,5.29,1,3,0
754.33,3,192.168.9.132,10.0.0.100,6,5,1183.67,68459.47,57.8,2.44,0,2,1
752.42,1,192.168.236.225,10.0.0.100,6,5,1013.41,107848.83,106.4,1.13,0,198,1
509.37,1,10.0.0.3,10.0.0.100,6,2,109.36,142259.07,1300.9,25.03,1,1,0
138.22,1,10.0.0.2,10.0.0.100,17,3,28.69,5484.28,191.2,12.45,1,3,0
646.18,3,10.0.0.2,10.0.0.100,17,2,42.2,3316.07,78.6,14.49,1,3,0
749.42,2,192.168.39.92,10.0.0.100,6,4,1027.89,143867.16,140.0,2.76,0,325,1
486.76,1,10.0.0.1,10.0.0.100,6,3,18.96,4020.28,212.0,9.91,1,3,0
31.33,3,10.0.0.1,10.0.0.100,17,3,30.49,7417.99,243.3,4.12,1,3,0
45.48,3,10.0.0.1,10.0.0.100,17,2,15.12,14391.82,951.7,2.69,0,3,0
636.78,3,10.0.0.3,10.0.0.100,6,1,62.04,72615.11,1170.5,17.91,1,27,0
394.13,2,10.0.0.3,10.0.0.100,6,2,397.88,175144.77,440.2,2.72,1,2,0
582.01,2,10.0.0.2,10.0.0.100,6,1,4.15,891.52,214.7,19.48,0,9,0
118.23,1,10.0.0.3,10.0.0.100,17,2,71.68,83843.06,1169.6,23.32,1,3,0
504.18,1,10.0.0.2,10.0.0.100,17,2,52.84,43696.79,826.9,3.89,1,1,0
703.76,2,172.16.253.49,10.0.0.100,17,4,2884.43,519642.8,180.2,1.76,0,211,1
505.87,1,10.0.0.1,10.0.0.100,17,2,51.48,44731.71,868.9,29.32,1,2,0
502.85,1,10.0.0.3,10.0.0.100,17,2,49.78,50756.56,1019.6,7.46,1,1,0
270.9,3,10.0.0.1,10.0.0.100,17,3,92.82,116763.23,1257.9,23.21,1,2,0
630.15,3,10.0.0.1,10.0.0.100,6,2,17.17,2938.49,171.1,13.49,1,1,0
566.83,1,10.0.0.1,10.0.0.100,17,1,59.5,4424.4,74.4,16.64,1,18,0
117.49,2,10.0.0.2,10.0.0.100,17,2,12.69,15348.45,1209.9,13.92,1,2,0
485.53,1,10.0.0.2,10.0.0.100,6,2,114.7,84257.96,734.6,29.63,1,3,0
379.29,2,10.0.0.3,10.0.0.100,6,2,587.92,181466.36,308.7,6.1,1,1,0
179.9,2,10.0.0.2,10.0.0.100,17,2,26.09,6190.1,237.3,0.54,1,2,0
735.74,3,192.168.130.241,10.0.0.100,6,4,2402.77,261227.73,108.7,0.47,0,218,1
726.57,1,192.168.154.34,10.0.0.100,6,4,1434.6,169406.08,118.1,1.6,0,164,1
724.09,1,192.168.107.28,10.0.0.100,6,5,1782.3,135203.43,75.9,0.3,0,107,1
701.42,1,172.16.148.9,10.0.0.100,17,4,2384.96,513199.1,215.2,7.66,0,1,1
704.54,1,172.16.69.187,10.0.0.100,17,5,2480.6,793144.01,319.7,6.04,0,145,1
686.55,2,172.16.160.31,10.0.0.100,17,5,907.2,159129.7,175.4,5.22,0,2,1
36.36,2,10.0.0.3,10.0.0.100,6,2,25.8,5111.36,198.1,23.36,0,3,0
716.19,3,172.16.28.137,10.0.0.100,17,5,2954.1,779324.18,263.8,6.09,0,2,1
476.45,3,10.0.0.2,10.0.0.100,6,2,27.37,16043.38,586.1,14.82,0,1,0
745.08,2,192.168.21.52,10.0.0.100,6,5,1132.85,136284.7,120.3,1.68,0,2,1
421.63,3,10.0.0.2,10.0.0.100,17,1,62.43,62251.61,997.2,12.9,0,18,0
673.8,2,10.0.0.1,10.0.0.100,6,2,72.29,89212.02,1234.0,18.6,1,3,0
695.21,2,172.16.252.123,10.0.0.100,17,5,871.44,299202.43,343.3,1.33,0,356,1
767.69,1,192.168.142.102,10.0.0.100,6,5,374.77,48290.02,128.9,3.51,0,486,1
117.24,1,10.0.0.2,10.0.0.100,17,2,46.58,7179.27,154.1,1.49,1,3,0
3.13,3,10.0.0.2,10.0.0.100,6,3,93.88,60568.66,645.2,16.41,1,1,0
583.72,1,10.0.0.1,10.0.0.100,17,3,15.83,16592.87,1048.1,9.09,1,3,0
327.02,3,10.0.0.3,10.0.0.100,6,3,115.22,156687.46,1359.8,17.15,1,2,0
598.73,1,10.0.0.1,10.0.0.100,6,2,3.5,291.83,83.3,5.38,1,1,0
380.91,3,10.0.0.2,10.0.0.100,17,3,51.98,4537.53,87.3,1.16,1,3,0
763.21,1,192.168.204.136,10.0.0.100,6,5,392.41,30746.59,78.4,3.85,0,346,1
541.4,2,10.0.0.1,10.0.0.100,17,3,79.81,57480.95,720.3,16.88,1,2,0
709.66,2,172.16.224.144,10.0.0.100,17,5,2463.95,1274645.49,517.3,7.34,0,125,1
761.61,3,192.168.147.174,10.0.0.100,6,5,610.68,48800.48,79.9,4.48,0,2,1
34.99,2,10.0.0.1,10.0.0.100,17,1,25.87,21919.82,847.3,18.27,1,7,0
612.47,1,10.0.0.1,10.0.0.100,17,2,69.11,76070.58,1100.6,24.42,1,2,0
689.38,2,172.16.4.249,10.0.0.100,17,4,351.96,80741.53,229.4,5.39,0,342,1
768.7,3,192.168.24.137,10.0.0.100,6,5,1838.27,119084.63,64.8,3.77,0,2,1
564.7,1,10.0.0.2,10.0.0.100,6,3,273.07,316472.05,1159.0,6.42,1,3,0
694.66,3,172.16.63.151,10.0.0.100,17,4,1017.95,126987.67,124.7,5.22,0,2,1
738.36,3,192.168.167.227,10.0.0.100,6,4,219.3,25518.59,116.4,1.85,0,2,1
424.81,2,10.0.0.2,10.0.0.100,6,3,95.37,105886.26,1110.3,18.62,1,3,0
365.08,3,10.0.0.1,10.0.0.100,17,3,40.51,8787.04,216.9,7.26,1,2,0
681.43,1,172.16.175.216,10.0.0.100,17,4,2054.44,727009.12,353.9,6.09,0,198,1
358.06,1,10.0.0.3,10.0.0.100,17,3,13.73,1540.22,112.1,24.55,1,1,0
43.25,1,10.0.0.1,10.0.0.100,6,3,26.05,18502.04,710.2,8.19,0,2,0
352.55,1,10.0.0.2,10.0.0.100,6,3,108.6,54971.29,506.2,10.37,0,2,0
692.27,1,172.16.56.241,10.0.0.100,17,4,1729.58,367767.75,212.6,7.97,0,182,1
694.18,3,172.16.221.208,10.0.0.100,17,4,2234.71,183655.93,82.2,3.2,0,108,1
641.6,2,10.0.0.2,10.0.0.100,6,3,28.22,6025.22,213.5,15.15,1,1,0
158.89,1,10.0.0.1,10.0.0.100,17,2,61.79,56586.53,915.8,8.73,1,3,0
554.18,1,10.0.0.3,10.0.0.100,17,2,209.16,173977.9,831.8,8.69,1,2,0
695.9,3,172.16.201.109,10.0.0.100,17,5,2608.97,1236421.59,473.9,2.56,0,284,1
136.91,2,10.0.0.3,10.0.0.100,6,1,109.41,150507.08,1375.6,18.3,1,28,0
743.96,2,192.168.95.49,10.0.0.100,6,4,329.31,32211.11,97.8,3.95,0,385,1
626.54,2,10.0.0.3,10.0.0.100,6,3,113.86,87457.3,768.1,10.73,1,3,0
376.99,3,10.0.0.2,10.0.0.100,6,3,54.16,52781.4,974.5,26.86,1,3,0
453.46,3,10.0.0.2,10.0.0.100,17,1,22.46,3657.18,162.8,2.41,1,42,0
334.5,3,10.0.0.3,10.0.0.100,6,1,54.57,5081.54,93.1,8.71,1,12,0
156.61,1,10.0.0.1,10.0.0.100,6,2,21.95,14902.48,678.9,17.3,1,1,0
603.06,3,10.0.0.3,10.0.0.100,17,3,23.12,2567.58,111.1,9.68,1,3,0
551.2,3,10.0.0.2,10.0.0.100,6,3,46.18,10102.76,218.8,22.98,1,3,0
670.24,2,10.0.0.3,10.0.0.100,6,2,105.12,144223.82,1371.9,6.92,1,1,0
635.34,2,10.0.0.2,10.0.0.100,17,1,42.98,9548.06,222.2,25.23,1,14,0
692.8,3,172.16.10.66,10.0.0.100,17,4,2215.47,134989.17,60.9,5.19,0,373,1
511.96,2,10.0.0.1,10.0.0.100,6,3,83.04,75657.82,911.1,29.97,1,3,0
159.92,1,10.0.0.3,10.0.0.100,17,2,86.59,124033.48,1432.3,20.5,0,2,0
470.82,3,10.0.0.2,10.0.0.100,17,3,34.3,48093.44,1402.2,2.22,1,3,0
725.16,1,192.168.23.186,10.0.0.100,6,4,1256.0,154919.71,123.3,0.35,0,251,1
744.67,3,192.168.14.102,10.0.0.100,6,5,1511.78,160639.76,106.3,2.06,0,1,1
543.21,3,10.0.0.3,10.0.0.100,17,2,59.45,47047.72,791.3,9.05,1,2,0
435.49,3,10.0.0.2,10.0.0.100,6,2,3.98,613.69,154.2,27.61,1,2,0
759.43,2,192.168.179.236,10.0.0.100,6,4,293.69,17112.68,58.3,2.29,0,3,1
163.65,3,10.0.0.1,10.0.0.100,17,2,25.7,21257.1,827.2,22.59,0,2,0
757.04,1,192.168.249.179,10.0.0.100,6,5,2167.3,194312.75,89.7,3.94,0,172,1
682.85,3,172.16.255.45,10.0.0.100,17,5,1713.32,515882.94,301.1,4.58,0,160,1
574.2,2,10.0.0.1,10.0.0.100,17,1,75.54,86307.3,1142.5,1.88,1,26,0
347.89,1,10.0.0.3,10.0.0.100,17,2,70.02,53173.06,759.4,1.65,1,3,0
63.37,3,10.0.0.3,10.0.0.100,17,2,52.69,29699.83,563.7,12.22,1,2,0
763.83,3,192.168.177.33,10.0.0.100,6,5,636.02,49077.21,77.2,0.87,0,37,1
59.62,3,10.0.0.2,10.0.0.100,17,3,79.38,79345.15,999.5,24.16,1,3,0
688.64,1,172.16.102.246,10.0.0.100,17,4,1124.38,364986.09,324.6,4.13,0,78,1
190.21,1,10.0.0.2,10.0.0.100,6,2,16.22,2710.89,167.1,23.51,1,3,0
444.25,1,10.0.0.3,10.0.0.100,6,1,3.26,642.5,197.2,3.27,1,32,0
748.64,1,192.168.150.40,10.0.0.100,6,4,1603.87,210067.71,131.0,1.65,0,2,1
313.27,2,10.0.0.3,10.0.0.100,17,3,579.7,553593.06,955.0,16.95,1,1,0
270.97,2,10.0.0.2,10.0.0.100,17,2,37.74,21981.44,582.5,3.22,1,3,0
763.52,3,192.168.221.51,10.0.0.100,6,4,868.56,87192.57,100.4,4.78,0,96,1
739.91,3,192.168.154.87,10.0.0.100,6,5,618.07,49397.41,79.9,1.42,0,370,1
771.25,2,192.168.215.209,10.0.0.100,6,5,465.89,36214.47,77.7,2.93,0,247,1
722.54,3,192.168.245.133,10.0.0.100,6,5,2134.71,226221.4,106.0,3.58,0,33,1
81.28,2,10.0.0.2,10.0.0.100,6,2,57.19,66492.69,1162.8,28.18,1,2,0
286.82,2,10.0.0.2,10.0.0.100,6,3,423.94,472316.22,1114.1,7.31,1,2,0
613.87,1,10.0.0.2,10.0.0.100,17,3,28.15,14685.16,521.7,18.02,1,3,0
491.55,1,10.0.0.2,10.0.0.100,17,3,38.84,3395.52,87.4,15.84,1,3,0
13.05,1,10.0.0.1,10.0.0.100,6,2,537.78,243331.72,452.5,3.87,1,3,0
201.22,2,10.0.0.2,10.0.0.100,6,2,35.67,4918.56,137.9,1.51,1,2,0
717.88,2,172.16.52.3,10.0.0.100,17,5,1196.19,548007.26,458.1,1.59,0,232,1
755.14,3,192.168.250.56,10.0.0.100,6,4,1809.65,145120.57,80.2,1.67,0,272,1
718.08,2,172.16.120.209,10.0.0.100,17,5,2630.34,1072024.22,407.6,3.29,0,349,1
737.5,1,192.168.149.54,10.0.0.100,6,5,2458.94,272697.79,110.9,5.94,0,323,1
139.29,2,10.0.0.1,10.0.0.100,6,3,62.07,55629.61,896.3,15.1,0,3,0
114.64,2,10.0.0.3,10.0.0.100,6,2,80.38,55933.18,695.9,15.93,1,3,0
112.61,3,10.0.0.3,10.0.0.100,6,2,72.4,69353.48,958.0,28.08,1,2,0
750.91,1,192.168.193.145,10.0.0.100,6,4,2422.92,146810.3,60.6,5.5,0,62,1
700.03,3,172.16.195.65,10.0.0.100,17,5,1294.25,142299.93,109.9,1.69,0,45,1
688.86,2,172.16.163.230,10.0.0.100,17,4,1433.07,741070.79,517.1,3.28,0,297,1
676.84,3,172.16.112.172,10.0.0.100,17,4,1438.3,547606.39,380.7,4.84,0,337,1
183.27,3,10.0.0.3,10.0.0.100,17,2,12.89,3118.37,241.9,6.45,0,1,0
257.54,1,10.0.0.3,10.0.0.100,6,3,119.58,89677.64,750.0,10.46,1,3,0
452.04,2,10.0.0.1,10.0.0.100,6,1,7.72,1260.79,163.3,29.47,1,30,0
152.09,2,10.0.0.3,10.0.0.100,6,1,116.73,90641.96,776.5,15.77,1,20,0
102.79,2,10.0.0.3,10.0.0.100,6,3,529.08,437292.51,826.5,17.34,1,2,0
729.59,2,192.168.51.119,10.0.0.100,6,5,1382.95,123638.5,89.4,0.98,0,102,1
296.78,1,10.0.0.1,10.0.0.100,6,2,51.2,25970.23,507.2,16.22,1,1,0
680.38,1,172.16.241.12,10.0.0.100,17,4,1033.04,506629.88,490.4,2.66,0,257,1
764.85,2,192.168.101.7,10.0.0.100,6,5,900.56,101782.49,113.0,4.82,0,245,1
761.55,1,192.168.252.92,10.0.0.100,6,4,1890.95,114840.55,60.7,0.94,0,135,1
488.22,2,10.0.0.1,10.0.0.100,6,2,320.94,380765.0,1186.4,21.52,1,1,0
325.52,1,10.0.0.1,10.0.0.100,6,2,409.39,433892.97,1059.8,10.14,1,2,0
713.78,1,172.16.111.197,10.0.0.100,17,5,2065.02,198686.04,96.2,2.27,0,390,1
686.07,2,172.16.189.44,10.0.0.100,17,5,1133.93,192312.56,169.6,4.8,1,52,1
255.38,2,10.0.0.1,10.0.0.100,6,3,8.3,732.76,88.3,19.74,1,3,0
696.97,1,172.16.211.193,10.0.0.100,17,4,725.15,252124.21,347.7,3.18,0,157,1
755.26,3,192.168.44.7,10.0.0.100,6,5,2043.79,257276.15,125.9,5.55,0,146,1
459.41,2,10.0.0.2,10.0.0.100,17,3,16.23,1506.64,92.8,25.82,1,2,0
759.87,2,192.168.117.71,10.0.0.100,6,5,1029.33,110531.14,107.4,2.24,0,109,1
677.7,1,172.16.148.184,10.0.0.100,17,5,2171.36,253060.93,116.5,6.93,0,286,1
699.51,3,172.16.76.12,10.0.0.100,17,4,830.88,235005.47,282.8,2.55,0,202,1
369.17,2,10.0.0.1,10.0.0.100,6,3,89.52,55674.26,621.9,21.84,1,3,0
469.72,3,10.0.0.1,10.0.0.100,17,1,44.88,49388.76,1100.4,27.3,0,43,0
439.11,3,10.0.0.3,10.0.0.100,6,3,111.04,137015.88,1233.9,26.91,1,2,0
679.22,1,172.16.199.105,10.0.0.100,17,5,1102.46,536131.87,486.3,2.52,0,92,1
581.72,1,10.0.0.2,10.0.0.100,17,3,568.11,354550.46,624.1,1.01,0,1,0
745.73,1,192.168.246.58,10.0.0.100,6,4,1670.08,225236.43,134.9,5.02,1,429,1
537.85,3,10.0.0.2,10.0.0.100,17,3,49.21,7883.08,160.2,7.06,1,1,0
286.23,3,10.0.0.1,10.0.0.100,6,2,77.64,64113.34,825.8,10.45,1,3,0
706.66,1,172.16.5.176,10.0.0.100,17,5,2952.82,213007.57,72.1,4.65,0,1,1
202.39,3,10.0.0.2,10.0.0.100,6,3,117.95,144120.0,1221.9,24.35,1,1,0
225.31,1,10.0.0.2,10.0.0.100,17,2,41.15,33363.76,810.8,20.41,1,3,0
727.4,3,192.168.30.115,10.0.0.100,6,4,459.55,35451.54,77.1,2.22,0,61,1
688.42,3,172.16.69.248,10.0.0.100,17,4,1429.08,167595.64,117.3,6.84,0,1,1
769.95,3,192.168.129.230,10.0.0.100,6,5,1880.15,217888.31,115.9,4.94,0,425,1
5.63,1,10.0.0.3,10.0.0.100,17,2,45.06,10721.73,237.9,5.09,1,2,0
713.4,1,172.16.226.144,10.0.0.100,17,5,1976.5,838885.32,424.4,7.0,1,248,1
761.3,1,192.168.80.179,10.0.0.100,6,5,1198.68,108013.81,90.1,4.36,0,489,1
756.77,2,192.168.223.42,10.0.0.100,6,4,1175.46,157085.33,133.6,3.28,0,396,1
143.98,3,10.0.0.2,10.0.0.100,6,3,51.54,32625.47,633.0,22.26,1,1,0
539.1,1,10.0.0.3,10.0.0.100,6,2,11.19,10528.86,941.3,8.68,1,1,0
562.82,2,10.0.0.3,10.0.0.100,6,2,99.79,110206.66,1104.3,17.93,1,2,0
409.62,1,10.0.0.3,10.0.0.100,6,3,65.0,36278.24,558.1,4.11,1,3,0
517.57,2,10.0.0.1,10.0.0.100,6,2,22.34,4007.22,179.4,9.29,1,1,0
636.09,1,10.0.0.1,10.0.0.100,6,1,93.37,109548.43,1173.3,8.87,1,10,0
151.68,1,10.0.0.2,10.0.0.100,17,3,96.84,54631.59,564.2,6.21,1,2,0
343.89,3,10.0.0.1,10.0.0.100,17,3,70.31,63865.93,908.4,9.18,1,3,0
231.06,2,10.0.0.3,10.0.0.100,6,2,104.84,151571.21,1445.8,2.58,1,3,0
696.89,1,172.16.42.178,10.0.0.100,17,4,1445.04,448988.13,310.7,4.43,0,212,1
18.28,3,10.0.0.3,10.0.0.100,17,2,117.1,145128.7,1239.4,27.36,1,2,0
124.37,3,10.0.0.1,10.0.0.100,6,2,306.53,352135.01,1148.8,5.24,1,1,0
706.0,1,172.16.62.109,10.0.0.100,17,4,1004.01,128601.0,128.1,1.16,0,226,1
58.63,1,10.0.0.3,10.0.0.100,17,2,47.3,3421.08,72.3,7.06,1,3,0
758.51,3,192.168.26.62,10.0.0.100,6,4,1708.69,225982.65,132.3,2.53,0,128,1
770.29,2,192.168.193.167,10.0.0.100,6,5,2248.96,259550.47,115.4,1.98,0,1,1
743.09,1,192.168.47.172,10.0.0.100,6,4,447.74,51772.27,115.6,3.62,0,3,1
738.13,2,192.168.105.178,10.0.0.100,6,4,2017.26,179975.9,89.2,3.93,0,2,1
99.13,3,10.0.0.1,10.0.0.100,6,3,52.25,52125.59,997.6,23.84,1,2,0
762.39,3,192.168.120.247,10.0.0.100,6,4,1492.51,185597.79,124.4,4.16,0,85,1
688.97,1,172.16.229.181,10.0.0.100,17,4,1370.53,183784.24,134.1,6.12,0,262,1
732.66,3,192.168.169.211,10.0.0.100,6,4,790.86,52909.98,66.9,2.26,0,2,1
614.19,3,10.0.0.3,10.0.0.100,6,3,46.48,24557.36,528.4,12.19,1,3,0
637.49,3,10.0.0.2,10.0.0.100,17,3,42.74,42516.37,994.9,20.33,1,1,0
282.87,3,10.0.0.1,10.0.0.100,6,2,59.5,15144.88,254.6,2.01,1,2,0
297.57,1,10.0.0.1,10.0.0.100,6,2,46.81,5575.2,119.1,14.21,1,3,0
27.15,2,10.0.0.2,10.0.0.100,17,3,58.0,6254.85,107.8,23.64,0,3,0
744.19,1,192.168.177.251,10.0.0.100,6,4,1205.61,154395.24,128.1,5.8,0,2,1
735.94,1,192.168.216.113,10.0.0.100,6,4,1509.85,163227.29,108.1,1.25,0,220,1
303.28,2,10.0.0.3,10.0.0.100,6,2,67.69,80165.9,1184.3,0.75,0,1,0
706.09,3,172.16.29.178,10.0.0.100,17,4,1464.23,631226.36,431.1,3.63,0,175,1
739.02,1,192.168.87.146,10.0.0.100,6,4,494.89,39726.04,80.3,1.73,0,465,1
611.59,3,10.0.0.3,10.0.0.100,6,1,17.76,3365.22,189.5,12.29,1,26,0
750.55,1,192.168.78.182,10.0.0.100,6,5,1334.05,132912.35,99.6,0.28,0,368,1
